HISTOGRAM_NAME,COLUMN_DATA_TYPE,COLUMN_ID,TOTAL_COUNT,BIN_COUNT,BUILD_TIME,THREAD_COUNT
MaxDiffAreaHistogram,string,10,24,5,0.000447422,1
MaxDiffAreaHistogram,int,0,24,5,0.000341023,1
MaxDiffAreaHistogram,string,21,24,5,0.000376734,1
MaxDiffAreaHistogram,string,11,24,5,0.000425043,1
MaxDiffAreaHistogram,string,1,24,5,0.00048723,1
MaxDiffAreaHistogram,string,22,24,5,0.000396605,1
MaxDiffAreaHistogram,string,12,24,5,0.000402575,1
MaxDiffAreaHistogram,string,2,24,4,0.000323205,1
MaxDiffAreaHistogram,string,23,24,1,0.000311997,1
MaxDiffAreaHistogram,int,13,24,5,0.000363413,1
MaxDiffAreaHistogram,string,3,12,3,0.000341271,1
MaxDiffAreaHistogram,float,24,24,2,0.000317556,1
MaxDiffAreaHistogram,string,14,24,5,0.000346563,1
MaxDiffAreaHistogram,string,4,24,4,0.000320124,1
MaxDiffAreaHistogram,float,25,24,5,0.000322298,1
MaxDiffAreaHistogram,string,15,24,5,0.0003452,1
MaxDiffAreaHistogram,int,5,24,5,0.000344505,1
MaxDiffAreaHistogram,int,1,1.69058e+06,100,0.091673,1
MaxDiffAreaHistogram,float,22,1.65704e+06,100,0.313366,1
MaxDiffAreaHistogram,int,12,1.65729e+06,100,0.0403584,1
MaxDiffAreaHistogram,float,23,1.6565e+06,100,0.421699,1
